platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,huevo-entero-fresco,Huevo entero fresco,88,2 pz de huevos,2 pz de huevos,0.9,alta,2.0×pieza(44.0g),
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,180,180 g pechuga de pollo,180 g pechuga de pollo,0.9,alta,gramos-directos,
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,,,,"Brócoli, zanahoria, calabacita y pimientos","Brócoli, zanahoria, calabacita y pimientos",0.0,baja,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + ajo + limón + chile cayenna,0.9,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,ajo-en-polvo,Ajo en polvo,,ajo,Salsa soya + ajo + limón + chile cayenna,0.9,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + ajo + limón + chile cayenna,0.9,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,chile-de-arbol-seco,Chile de arbol seco,,chile cayenna,Salsa soya + ajo + limón + chile cayenna,0.9,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,papa-al-horno-con-cascara,Papa al horno con cáscara,312,2 pz papa al horno o cocida,2 pz papa al horno o cocida,0.9,alta,2.0×pieza(156.0g),
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,carne-de-res-promedio,Carne de res (promedio),180,180 g carne,180 g carne,0.9,alta,gramos-directos,
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,pimiento-fresco,Pimiento fresco,,Pimientos de colores,Pimientos de colores,0.9,media,sin-cantidad,SI
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,salsa-teriyaki,Salsa Teriyaki,,Salsa teriyaki casera,Salsa teriyaki casera,0.9,media,sin-cantidad,SI
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D13 Snack AM · Snack AM,Snack AM,13,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino en rodajas con vinagre de arroz,1 taza pepino en rodajas con vinagre de arroz + ajonjolí,0.9,alta,1.0×taza(104.0g),
D13 Snack AM · Snack AM,Snack AM,13,🇯🇵 Japonesa,ajonjoli,Ajonjolí,,ajonjolí,1 taza pepino en rodajas con vinagre de arroz + ajonjolí,0.9,media,sin-cantidad,SI
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,227,1 taza yogurt natural,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,0.9,alta,1.0×taza(227.0g),
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,matcha-en-polvo,Matcha en polvo,,½ cdita matcha,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,pan-integral,Pan integral,50,2 reb pan integral,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,0.9,alta,2.0×rebanada(25.0g),
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,miel,Miel,,1 cdita miel,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,pan-integral,Pan integral,75,3 reb pan integral,3 reb pan integral,0.9,alta,3.0×rebanada(25.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,23,¼ pz aguacate,¼ pz aguacate,0.9,alta,0.25×pieza(93.94g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,Espinaca y champiñones,Espinaca y champiñones,0.9,media,sin-cantidad,SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,huevo-entero-fresco,Huevo entero fresco,132,3 huevo,3 huevo + ½ taza claras,0.9,alta,3.0×pieza(44.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,clara-de-huevo,Clara de huevo,,½ taza claras,3 huevo + ½ taza claras,0.9,media,REVISAR-medida(taza≠pieza),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,170,¾ taza yogurt natural sin azúcar,¾ taza yogurt natural sin azúcar,0.9,alta,0.75×taza(227.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,moras,Moras,72,½ taza frutos rojos,½ taza frutos rojos + 1 cdita miel,0.9,alta,0.5×taza(144.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,miel,Miel,,1 cdita miel,½ taza frutos rojos + 1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,camaron-crudo-mediano,Camarón crudo mediano,200,"200 g camarones con mantequilla, ajo, paprika","200 g camarones con mantequilla, ajo, paprika",0.9,alta,gramos-directos,
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,brocoli-cocido,Brócoli cocido,,Brócoli salteado,Brócoli salteado,0.9,media,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + limón,0.9,media,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + limón,0.9,media,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,salmon,Salmón,200,200 g salmón a la plancha con salsa teriyaki,200 g salmón a la plancha con salsa teriyaki,0.9,alta,gramos-directos,
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,Pepino,Pepino + zanahoria,0.9,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Pepino + zanahoria,0.9,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + limón + naranja,0.9,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + limón + naranja,0.9,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,naranja,Naranja,,naranja,Salsa soya + limón + naranja,0.9,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,ajonjoli,Ajonjolí,,1 cdita ajonjolí,1 cdita ajonjolí,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D14 Snack AM · Snack AM,Snack AM,14,🇯🇵 Japonesa,uva,Uva,,2 taza de uvas,2 taza de uvas,0.9,media,REVISAR-medida(taza≠pieza),SI
D14 Snack PM · Snack PM,Snack PM,14,🇯🇵 Japonesa,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral + 1 cdita crema de cacahuate,0.9,alta,2.0×rebanada(25.0g),
D14 Snack PM · Snack PM,Snack PM,14,🇯🇵 Japonesa,mantequilla-de-cacahuate,Mantequilla de cacahuate,,1 cdita crema de cacahuate,2 reb pan integral + 1 cdita crema de cacahuate,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,0.9,alta,4.0×rebanada(25.0g),
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,queso-ricotta-semidescremada,Queso Ricotta semidescremada,,½ tz ricotta light,½ tz ricotta light,0.9,media,REVISAR-medida(taza≠gramos),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,durazno-amarillo,Durazno amarillo,76,1 pz durazno,1 pz durazno,0.9,alta,1.0×pieza(76.5g),
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,chia,Chía,,1 cdita semillas (chía o girasol),1 cdita semillas (chía o girasol),0.9,media,REVISAR-medida(cdita≠cucharada),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,180,180 g pechuga de pollo a la plancha,180 g pechuga de pollo a la plancha,0.9,alta,gramos-directos,
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 tz garbanzos cocidos,1 tz garbanzos cocidos,0.9,alta,1.0×taza(164.0g),
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + lechuga + tomate cherry + pepino,0.9,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,lechuga,Lechuga,,lechuga,Espinaca + lechuga + tomate cherry + pepino,0.9,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,jitomate-cereza,Jitomate cereza,,tomate cherry,Espinaca + lechuga + tomate cherry + pepino,0.9,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Espinaca + lechuga + tomate cherry + pepino,0.9,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,queso-parmesano,Queso Parmesano,,2 cdita queso parmesano,2 cdita queso parmesano,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,aceite-de-oliva,Aceite de oliva,,"1 cdita aceite de oliva, limón, orégano","1 cdita aceite de oliva, limón, orégano",0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,,,,Caldo de verduras,Caldo de verduras,0.0,baja,sin-cantidad,SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,pasta-cocida,Pasta cocida,240,2 tz pasta,2 tz pasta,0.9,alta,2.0×taza(120.0g),
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,,,,"Calabacita, zanahoria, apio, tomate","Calabacita, zanahoria, apio, tomate",0.0,baja,sin-cantidad,SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,90,90 g pechuga de pollo,90 g pechuga de pollo,0.9,alta,gramos-directos,
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,frijol-promedio-cocido,Frijol promedio cocido,172,1 tz frijoles o lentejas cocidos,1 tz frijoles o lentejas cocidos,0.9,alta,1.0×taza(172.0g),
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,,,,Hierbas italianas,Hierbas italianas,0.0,baja,sin-cantidad,SI
D15 Snack AM · Snack AM,Snack AM,15,🇮🇹 Italiana,zanahoria-baby-miniatura-cruda,Zanahoria baby (miniatura) cruda,,1 taza zanahoria baby con limón,1 taza zanahoria baby con limón,0.9,media,REVISAR-medida(taza≠pieza),SI
D15 Snack PM · Snack PM,Snack PM,15,🇮🇹 Italiana,almendra,Almendra,10,10 g semillas (almendras),10 g semillas (almendras) + 1 plátano,0.9,alta,gramos-directos,
D15 Snack PM · Snack PM,Snack PM,15,🇮🇹 Italiana,platano,Plátano,108,1 plátano,10 g semillas (almendras) + 1 plátano,0.9,alta,1.0×pieza(108.0g),
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,huevo-entero-fresco,Huevo entero fresco,220,5 pz huevo,5 pz huevo + ½ taza claras,0.9,alta,5.0×pieza(44.0g),
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,clara-de-huevo,Clara de huevo,,½ taza claras,5 pz huevo + ½ taza claras,0.9,media,REVISAR-medida(taza≠pieza),SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,,,,"Tomate cherry, cebolla y espinaca","Tomate cherry, cebolla y espinaca",0.0,baja,sin-cantidad,SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,pan-integral,Pan integral,75,"3 reb pan integral, ¼ aguacate","3 reb pan integral, ¼ aguacate",0.9,alta,3.0×rebanada(25.0g),
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,queso-panela,Queso Panela,,1 cdita queso feta o panela,1 cdita queso feta o panela,0.9,media,REVISAR-medida(cdita≠gramos),SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,,,,"Orégano, albahaca, pimienta","Orégano, albahaca, pimienta",0.0,baja,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,pescado-blanco,Pescado blanco,200,200 g filete de pescado blanco,200 g filete de pescado blanco,0.9,alta,gramos-directos,
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,mantequilla,Mantequilla,,1 cdita mantequilla,1 cdita mantequilla + ajo + limón,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,ajo-en-polvo,Ajo en polvo,,ajo,1 cdita mantequilla + ajo + limón,0.9,media,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,limon,Limón,,limón,1 cdita mantequilla + ajo + limón,0.9,media,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,arroz-cocido,Arroz cocido,564,3 tz arroz cocido,3 tz arroz cocido,0.9,alta,3.0×taza(188.0g),
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,esparragos,Espárragos,,Espárragos y zanahoria salteados,Espárragos y zanahoria salteados,0.9,media,sin-cantidad,SI
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,camote-cocido,Camote cocido,209,1 tz camote cocido y triturado,1 tz camote cocido y triturado,0.9,alta,1.0×taza(209.09g),
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,200,200 g pechuga de pollo,200 g pechuga de pollo,0.9,alta,gramos-directos,
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,brocoli-cocido,Brócoli cocido,184,1 tz brócoli cocido,1 tz brócoli cocido,0.9,alta,1.0×taza(184.0g),
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,,,,"romero, sal, ajo en polvo","Especias: romero, sal, ajo en polvo",0.0,baja,sin-cantidad,SI
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,papaya-picada,Papaya picada,140,1 tz papaya,1 tz papaya + 1 plátano + 15 g semillas (nueces),0.9,alta,1.0×taza(140.0g),
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,platano,Plátano,108,1 plátano,1 tz papaya + 1 plátano + 15 g semillas (nueces),0.9,alta,1.0×pieza(108.0g),
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,nuez,Nuez,15,15 g semillas (nueces),1 tz papaya + 1 plátano + 15 g semillas (nueces),0.9,alta,gramos-directos,
D16 Snack PM · Snack PM,Snack PM,16,🇮🇹 Italiana,papa-cocida,Papa cocida,272,"2 papas, 1 cda aceite oliva, paprika, orégano, ajo, sal y pimienta","Papas al horno: 2 papas, 1 cda aceite oliva, paprika, orégano, ajo, sal y pimienta",0.9,alta,2.0×pieza(136.0g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,0.9,alta,2.0×rebanada(25.0g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,jitomate,Jitomate,,Rodajas de tomate,Rodajas de tomate,0.9,media,sin-cantidad,SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,huevo-estrellado,Huevo estrellado,138,3 pz huevo estrellado,3 pz huevo estrellado,0.9,alta,3.0×pieza(46.0g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,,,,"Sal, limón, pimienta","Sal, limón, pimienta",0.0,baja,sin-cantidad,SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,kiwi,Kiwi,76,1 pz kiwi,1 pz kiwi,0.9,alta,1.0×pieza(76.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,atun-en-agua-drenado,Atún en agua drenado,200,2 lata atún en agua,2 lata atún en agua,0.9,alta,2.0×lata(100.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,arroz-cocido,Arroz cocido,564,3 taza arroz cocido,3 taza arroz cocido,0.9,alta,3.0×taza(188.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,82,½ tz garbanzos cocidos,½ tz garbanzos cocidos,0.9,alta,0.5×taza(164.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,espinaca-cruda,Espinaca cruda,,"Espinaca, tomate, pepino, cebolla morada","Espinaca, tomate, pepino, cebolla morada",0.9,media,sin-cantidad,SI
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,elote-amarillo-desgranado-cocido,Elote amarillo desgranado cocido,,2 cdas elotito amarillo,2 cdas elotito amarillo,0.9,media,REVISAR-medida(cda≠taza),SI
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,limon-real,Limón real,,"Limón, sal, pimienta, salsa soya","Limón, sal, pimienta, salsa soya",0.9,media,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,maciza-de-res,Maciza de res,200,200 g carne de res magra salpimentada,200 g carne de res magra salpimentada,0.9,alta,gramos-directos,
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,cebollita-de-cambray-sin-raiz,Cebollita de cambray sin raíz,,Cebollita,Cebollita + 1 pz papa + zanahoria,0.9,media,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,papa-cocida,Papa cocida,136,1 pz papa,Cebollita + 1 pz papa + zanahoria,0.9,alta,1.0×pieza(136.0g),
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Cebollita + 1 pz papa + zanahoria,0.9,media,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,pimiento-fresco,Pimiento fresco,,2 pz pimientos,2 pz pimientos,0.9,media,REVISAR-medida(pieza≠taza),SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,arroz-cocido,Arroz cocido,94,½ tz arroz cocido,½ tz arroz cocido,0.9,alta,0.5×taza(188.0g),
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,aguacate-hass,Aguacate Hass,47,½ pz aguacate con sal y limón,½ pz aguacate con sal y limón,0.9,alta,0.5×pieza(93.94g),
D17 Snack AM · Snack AM,Snack AM,17,🇮🇹 Italiana,uva,Uva,,2 tz uvas,2 tz uvas + 10 g semillas (almendras),0.9,media,REVISAR-medida(taza≠pieza),SI
D17 Snack AM · Snack AM,Snack AM,17,🇮🇹 Italiana,almendra,Almendra,10,10 g semillas (almendras),2 tz uvas + 10 g semillas (almendras),0.9,alta,gramos-directos,
D17 Snack PM · Snack PM,Snack PM,17,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,114,"½ taza yogurt natural, 1 cdita miel, 1 cdita nuez picada, canela y vainilla","½ taza yogurt natural, 1 cdita miel, 1 cdita nuez picada, canela y vainilla",0.9,alta,0.5×taza(227.0g),
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,340,1 ½ taza yogurt natural sin azúcar,1 ½ taza yogurt natural sin azúcar,0.9,alta,1.5×taza(227.0g),
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,durazno-amarillo,Durazno amarillo,,1 tz durazno asado con 1 cda miel,1 tz durazno asado con 1 cda miel,0.9,media,REVISAR-medida(taza≠pieza),SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,avena-en-hojuelas,Avena en hojuelas,40,1 tz avena,1 tz avena,0.9,alta,1.0×taza(40.0g),
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,nueces-mixtas,Nueces mixtas,,1 cdita semillas mixtas,1 cdita semillas mixtas,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,,,,Canela y vainilla,Canela y vainilla,0.0,baja,sin-cantidad,SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,pan-integral,Pan integral,75,3 reb pan integral tostado,3 reb pan integral tostado,0.9,alta,3.0×rebanada(25.0g),
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,molida-de-res,Molida de res,180,180 g carne molida de res magra,180 g carne molida de res magra,0.9,alta,gramos-directos,
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,pure-de-jitomate,Puré de jitomate,55,¼ taza puré de tomate natural,¼ taza puré de tomate natural,0.9,alta,0.25×taza(221.21g),
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,champinon-crudo-entero,Champiñón crudo entero,,Champiñones y brócoli,Champiñones y brócoli,0.9,media,sin-cantidad,SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,calabacita-alargada-cruda,Calabacita alargada cruda,,1 taza calabacita en láminas,1 taza calabacita en láminas,0.9,media,REVISAR-medida(taza≠pieza),SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,queso-ricotta,Queso Ricotta,30,30 g queso ricotta o mozzarella light,30 g queso ricotta o mozzarella light,0.9,alta,gramos-directos,
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,tortilla-de-harina-integral,Tortilla de harina integral,56,2 pz tortilla integral,2 pz tortilla integral,0.9,alta,2.0×pieza(28.0g),
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,150,150 g pechuga de pollo,150 g pechuga de pollo,0.9,alta,gramos-directos,
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,hummus,Hummus,,2 cdita hummus,2 cdita hummus,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,lechuga,Lechuga,,"Lechuga, tomate, cebollita morada","Lechuga, tomate, cebollita morada",0.9,media,sin-cantidad,SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,papa-al-horno-con-cascara,Papa al horno con cáscara,312,2 pz papa al horno,2 pz papa al horno,0.9,alta,2.0×pieza(156.0g),
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.9,alta,1.0×taza(104.0g),
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,zanahoria-baby-miniatura-cruda,Zanahoria baby (miniatura) cruda,,1 taza zanahoria baby,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.9,media,REVISAR-medida(taza≠pieza),SI
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,ajonjoli,Ajonjolí,,1 cdita crema de girasol o tahini,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D18 Snack PM · Snack PM,Snack PM,18,🇮🇹 Italiana,melon,Melón,,2 tz de melón,2 tz de melón,0.9,media,REVISAR-medida(taza≠pieza),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,114,½ taza yogurt natural sin azúcar,½ taza yogurt natural sin azúcar,0.9,alta,0.5×taza(227.0g),
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,leche,Leche,240,1 tz leche,1 tz leche,0.9,alta,1.0×taza(240.0g),
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,moras,Moras,72,½ taza frutos rojos,½ taza frutos rojos,0.9,alta,0.5×taza(144.0g),
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,avena-en-hojuelas,Avena en hojuelas,,2 cdas avena natural,2 cdas avena natural,0.9,media,REVISAR-medida(cda≠taza),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel + 1 cdita chía,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,chia,Chía,,1 cdita chía,1 cdita miel + 1 cdita chía,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,huevo-batido-o-revuelto-cocido,Huevo batido o revuelto cocido,,2 pz huevo revuelto,2 pz huevo revuelto + 4 pz pan tostado,0.9,media,REVISAR-medida(pieza≠cucharada),SI
